post_dt,cust_id,rqst_amt
2018-01-01,085f9853-e286-4a69-a06c-27d04cc89f66,160877.4609
2018-01-01,29674fd1-ce09-4c39-8431-fc517bf39d8f,202572.2544
2018-01-01,77b2636f-4777-4a1a-abfc-aa968ac84d43,57687.23127
2018-01-01,79c92711-85a1-41ba-b0b9-ebc2711b2b5f,159857.8755
2018-01-01,40f9c527-41d1-4565-9b6f-e04c4885ccba,256466.1334
2018-01-01,8a033af5-76de-4983-8e97-552c6f6928bd,297218.9098
2018-01-02,20670458-1037-4452-b64b-6001848354ec,97754.23548
2018-01-02,708d8661-7015-4520-9598-333ecf56b489,223070.0594
2018-01-02,9cd1d354-9d34-46a7-920b-42eb82bff245,162838.9754
2018-01-02,024cc383-1b78-4e9e-b919-4b9d9f21f5b5,74554.30282
2018-01-02,391f9546-e4b6-484c-b690-5ab0778067d4,226435.5286
2018-01-02,81869bea-4b89-49ff-a66f-864427a4fb13,200390.2205
2018-01-02,bea8ac79-104f-4b97-874f-d1f1c6726185,62236.99904
2018-01-02,0529d6ff-c8d7-4031-8e27-93127e17f4fb,13568.38956
2018-01-02,cfe5007b-7786-4b8f-ac50-037a0dc32c28,75043.91796
2018-01-02,075be43c-c18e-43cb-b3fb-e50b38b1e006,18224.69491
2018-01-02,23ace9d7-4b8f-4d1c-8016-e230df67e059,184847.9612
2018-01-02,d99d12b6-84e9-4583-a9e0-5f202008c452,20988.95472
2018-01-02,31c6788e-b714-4fef-b591-567afe4eb4bc,217916.5096
2018-01-02,690dcee5-972e-452e-833f-1e527f98c12f,287361.2033
2018-01-02,a8f0ebfb-703f-41cf-9447-c42663ff30e4,125149.3768
2018-01-02,da8f037d-e672-43f7-ac0b-50c2294ad9d3,147501.6464
2018-01-03,dc5225b8-605c-473a-9a2c-26c3b1a397e2,295679.528
2018-01-03,f0ec919b-2669-4a47-9af0-6bcf913f448c,163692.1664
2018-01-04,7060795a-5577-455b-bd2d-0a30c7fa3fed,43538.16733
2018-01-04,0e50e043-b0ec-4833-a92d-48b9ffd75cf9,173642.3057
2018-01-04,7b36b0c1-01f5-405c-b189-1a394d222c57,69012.44421
2018-01-04,600aed3a-2ae7-451a-bee7-983214995b29,75933.13273
2018-01-04,d4f10b18-70bf-4bd1-9aaa-22b89798f920,238341.3487
2018-01-04,b612641e-3f96-4c99-8e66-f426bb258291,148100.2635
2018-01-04,4b46d3b4-dc1c-4206-81ad-254b264d1117,149869.437
2018-01-04,cbc0419e-e443-45d7-a009-f60e90a48c58,269755.9303
2018-01-04,33270ad8-2e9c-49f8-b62c-e51038290379,253727.1491
2018-01-04,8a2d7e25-6fe3-46c4-b957-7b0b9e8dfe33,117133.0635
2018-01-04,b3861d33-a15e-4f08-9b8d-38dc909ad9f6,179340.4907
2018-01-04,e3a2fcb5-95a4-4603-adc3-24f2530c0781,202975.4803
2018-01-04,542a29e3-2f89-46fe-8b42-c3bf06cf883a,103179.3022
2018-01-04,c72d2cbe-2574-4a04-9cec-c17e1df4e664,279093.4094
2018-01-04,1fcce2b9-b800-44a4-a756-7bb1ec329beb,250534.5929
2018-01-04,6ba556ed-cc02-416c-987c-a2275eaa19de,259415.1582
2018-01-04,319d7229-39d1-46f1-8bed-490dfb8ce3e8,222385.6486
2018-01-04,40c333f4-7e43-45ad-afb5-fa788760c1d2,20782.3883
2018-01-04,1158f1fe-1966-4b35-abaf-88194c7c3152,227150.3508
2018-01-05,5ac8f5c5-cb83-4924-9d02-eee0ef5ad387,194585.497
2018-01-05,9301151a-dbb8-4529-8e60-54e26c5ee31b,271794.0634
2018-01-05,55935d81-1927-4e4e-a759-3c2c8194c7ba,195928.9202
2018-01-05,a7cee8e2-d57e-4dfd-9f66-89f64083889e,21130.36697
2018-01-06,cb891b8d-77cb-4f01-b12f-6ba3b31db139,39805.32404
2018-01-07,9fcddc7d-eeb1-4626-adf4-d441069f1b1f,159803.3947
2018-01-07,b6bbfda1-6d69-4082-a8ad-1aaa0b559ef0,89828.33774
2018-01-07,969fba2e-971c-4b7d-860c-9957f1ac6683,116464.3534
2018-01-07,8fa92fee-bf83-4497-8876-098a3a1cfc6c,244779.3271
2018-01-07,8f9fdc76-7cbd-4a24-ba89-b29e1e52a26c,34219.50211
2018-01-07,f24bd66d-3085-488c-833b-562b2ecfcd74,133727.9177
2018-01-07,79dcb65f-6c93-4198-9b62-03d36d81d794,154513.9026
2018-01-07,01cb7e8d-a27d-4281-92d2-e03be28676c8,274768.8342
2018-01-08,fcfbf4be-abe4-462d-8076-8dc000a98bbb,258026.9214
2018-01-08,6090487a-1eaa-4e5d-8472-975edfb64845,91467.76771
2018-01-09,55aea5b2-7b92-422e-9199-311888b40d45,162301.1765
2018-01-09,6fda7a5e-19a4-44f1-8bf9-260b6ddcca59,149099.6601
2018-01-09,545f263e-874f-4d2e-98fe-b6675d5f1e1e,232145.332
2018-01-09,deb35682-2815-46f5-9d5c-20547e808b65,224992.7277
2018-01-09,cad64661-6c9f-4115-92d7-89fe1d8e3399,169959.3097
2018-01-09,cf44720a-d520-4f0b-9d2a-53b5246877a5,71257.93607
2018-01-09,31fa5b71-aea2-4441-a2df-20ef6763a37e,211635.193
2018-01-09,5004a74a-e398-47f6-87bd-48694c2e4282,12870.11642
2018-01-09,0dd8a30b-5251-4874-aac3-477507ee97d9,105941.1493
2018-01-09,519579cf-5a10-4ede-be10-9973a1aa64b6,234778.8974
2018-01-10,58f2fb3a-06e9-451c-9d80-456b465b85d8,116126.1454
2018-01-10,52a345a5-9ae6-4a18-8ca1-2bbd352401ad,129149.282
2018-01-10,0b80d647-b68a-49b1-b386-472500ab144c,151638.66
2018-01-10,46e665d7-072f-4120-8671-0b793cc092b8,222182.3379
2018-01-10,5fcb672c-1966-49dc-a658-9bf0f2bf1aec,129403.0206
2018-01-10,66df3add-2dcd-4f04-94e7-226bbbe95bf9,288036.9692
2018-01-10,59fac7bb-395a-4104-b704-3b803e12be93,72867.35809
2018-01-10,6340c070-32f0-4465-a50a-b47208b4b650,206623.7844
2018-01-10,86323841-f2ba-4e85-918d-1a0be65bf3b9,171546.252
2018-01-10,2ddbb2b2-ecf7-4e45-8503-ec006f6ec9dc,130176.4458
2018-01-10,6d862cd6-1fe8-4d84-925d-72e7b4e39b89,282082.9644
2018-01-10,73a323fd-f0e8-4fba-baec-c87aa537728b,199030.8181
2018-01-10,fa8bd093-aef8-4b90-ba79-5c28da9aa730,235339.6545
2018-01-10,562c74b0-784d-4aef-8227-ec59195c0350,198537.4449
2018-01-10,a998570c-26be-4820-b6d6-9da3aec8295b,458.3474042
2018-01-11,d5b9e8e9-7073-43ea-bc84-2548dd5d2f61,229900.0132
2018-01-11,91927f30-0809-474f-8743-a9ec5f7a6368,119464.4567
2018-01-11,079dfb95-d098-45fb-b37e-f0cff5224a1a,276119.0196
2018-01-11,f1e9f6a3-0a38-4af7-b6ba-ead520a7220c,211059.7161
2018-01-11,44ff43c0-0b40-4427-b697-933f5a39318c,5148.438464
2018-01-11,1a6abd01-1a6b-441b-aaf9-2229c178dc1d,229923.007
2018-01-11,19e6168f-bf2d-4136-bc57-17a1adc7601a,272986.9547
2018-01-12,99d4ccff-6b4a-4a3c-bf2a-77cfe2cc0008,43150.3669
2018-01-13,b75483f5-aa55-499f-a92b-a72819f4adc2,242165.5815
2018-01-13,2b316a00-4b05-4a2e-ab8f-ce5d299ef2aa,266654.7681
2018-01-13,5c3ae40c-62d3-4208-82bb-8abd1f9a8bc7,46608.67503
2018-01-13,50ff30e8-1ba2-4d0a-bf66-6e1cca873805,86449.55616
2018-01-13,d2656b55-dda8-4663-9ff7-8fc1f786de46,101832.1141
2018-01-13,b7781711-540c-4614-8dc0-c8a968ed2035,192609.8591
2018-01-13,1d5bb899-812e-4d1d-acfc-35c42f1cd0db,37621.97847
2018-01-13,731860ee-b235-47b6-97f1-0954ba4b85e6,279165.3742
2018-01-13,361b1ce3-afa9-49a4-be6f-0219771d22b5,45671.93171
2018-01-13,89b6d786-ed79-4ba3-bbf3-a966d82e5358,184322.5886
2018-01-13,b9ab8283-8af2-49b2-8715-adc766096a42,66238.80681
2018-01-13,8eac6dc3-5d40-452c-80ff-b12f031a936b,17344.52848
2018-01-14,3b8f6bb2-2893-47b9-bfaf-f3493e162ada,14989.11019
2018-01-14,18724c75-6d4c-4a6c-81ed-7f97a62db9dc,244413.4644
2018-01-14,c1acfc63-d988-4b14-bab3-a3986ca9eec5,137644.0337
2018-01-14,acf40d31-4d55-4ef9-bcfc-2e2992a6f6ab,28858.25944
2018-01-14,bbd7a7e7-f241-45c1-8a40-fc7ffd8801e1,28067.44924
2018-01-14,fa54dc00-2e9d-40eb-945f-093561a36669,108420.2267
2018-01-14,48d71466-7048-406f-b131-bccf9010f651,189735.4481
2018-01-14,0a1ef143-ff66-44ab-a6ec-e82dd70ea724,44959.63867
2018-01-14,743a6003-fbf5-43ff-b3b7-b6b8c43f6b14,132373.0766
2018-01-14,cf64bb99-a52b-466d-a58e-8866a98c5147,149458.7634
2018-01-14,ae5e5346-ae05-4192-8744-0f511bb5ed34,50583.09544
2018-01-14,5ce44aa3-6895-4870-be52-35cd0726214a,146750.0096
2018-01-14,7b41cfe6-4bba-4503-bd09-9f6426ece524,48275.47161
2018-01-15,a1cfe0ac-30fa-43bd-a818-2073b15f26b3,29019.94881
2018-01-15,41597732-3a94-4cc7-af28-53650e187e5e,154445.9432
2018-01-16,fbc0b427-c973-414b-9901-d656c96d5c55,94065.74867
2018-01-16,cb996fa4-73b4-4865-8355-4ee96605cfc7,275704.7997
2018-01-16,1fac083e-076f-4bfb-a929-d7a4dccddc0f,1239.610835
2018-01-16,6979998a-2a39-4fb4-bf60-b5f59eee80b3,151134.2199
2018-01-16,20401a32-aee8-426f-a8d2-8913b47f5b13,276304.1108
2018-01-16,97d53a9a-099b-4339-919e-94d9f3735e88,124658.2839
2018-01-16,f5bc7675-e00b-4786-bebf-1e3e020b3082,147985.7192
2018-01-16,74e12709-09b3-4ba8-8cbc-627bc7ddfc1a,66639.06283
2018-01-16,dacfc89b-8ea3-4963-8727-605c759607a8,209974.152
2018-01-16,25b2f0d1-9274-407e-8ad6-8efd618c5c73,6039.700869
2018-01-16,e4757962-4245-4a61-a223-35f0aec77d98,197568.2805
2018-01-16,a3a0c907-6a63-4db4-9b0b-d2f1e324c1c2,294175.1099
2018-01-16,99b9a6ac-5224-4590-a754-7c2360a78b29,281014.3513
2018-01-16,d069976a-11a2-4714-b44e-e4eb9de98a19,240148.6029
2018-01-16,e521da5f-3f1c-48dc-aa7d-9c935d86d475,281634.482
2018-01-16,fcff6d74-8caa-4b15-8783-35ba01421c9d,22867.09358
2018-01-16,ed64e073-136d-48ad-8941-0d6c4275fd78,199279.7518
2018-01-16,9d09866e-3843-4f06-80c6-912a2ba00016,22580.8909
2018-01-17,30a9589e-008c-488b-8de3-d8dba91c2a4c,33987.34992
2018-01-17,65d6e724-5f89-46e7-bd9d-5178e025afd0,114438.7508
2018-01-17,519973e7-4030-4b86-b6d5-bf0e6c99d4dc,188381.2125
2018-01-17,68584635-3f32-4788-8366-a8485ad19027,244100.2951
2018-01-17,f86472ca-0e5d-468b-a9e0-7754a686c932,162350.2739
2018-01-17,614f9f33-4e14-46a5-8a22-defc474fe01c,20754.14603
2018-01-17,fb8591ec-5c47-4be8-9abd-a611895cb120,182433.5907
2018-01-18,3a068553-5db3-4fe0-a002-54ae506012e0,241350.1108
2018-01-18,a70c0a01-de0b-42ac-988d-1616e399c963,217117.5578
